Journal,ISSN,Included in R&P Agreement,Explanation if not included,DOI,Publisher
Social Theory & Health,1477-822X,Yes,,,Springer Nature (Palgrave Macmillan)
Society,1936-4725,Yes,,,Springer Nature (Springer)
Socio-Ecological Practice Research,2524-5287,Yes,,,Springer Nature (Springer)
Soft Computing,1433-7479,Yes,,,Springer Nature (Springer)
Software and Systems Modeling,1619-1374,Yes,,,Springer Nature (Springer)
Software Quality Journal,1573-1367,Yes,,,Springer Nature (Springer)
Soil Ecology Letters,2662-2297,Yes,,,Springer Nature (Springer)
Soil Mechanics and Foundation Engineering,1573-9279,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Solar Physics,1573-093X,Yes,,,Springer Nature (Springer)
Solar System Research,1608-3423,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Solid Fuel Chemistry,1934-8029,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Somnologie,1439-054X,Yes,,,Springer Nature (Springer)
Sophia,1873-930X,Yes,,,Springer Nature (Springer)
Sozial Extra,1863-8953,Yes,,,Springer Nature (Springer)
Soziale Passagen,1867-0199,Yes,,,Springer Nature (Springer)
Soziale Probleme,2364-3951,Yes,,,Springer Nature (Springer)
Space Science Reviews,1572-9672,Yes,,,Springer Nature (Springer)
Spatial Demography,2164-7070,Yes,,,Springer Nature (Springer)
Spatial Information Research,2366-3294,Yes,,,Springer Nature (Springer)
Spektrum der Augenheilkunde,1613-7523,Yes,,,Springer Nature (Springer)
Spinal Cord,1476-5624,Yes,,,Springer Nature (Academic Journals on Nature.com)
Spine Deformity,2212-1358,Yes,,,Springer Nature (Springer)
Sport Sciences for Health,1825-1234,Yes,,,Springer Nature (Springer)
Sports Engineering,1460-2687,Yes,,,Springer Nature (Springer)
Sports Medicine,1179-2035,Yes,,,Springer Nature (Springer)
Standort,1432-220X,Yes,,,Springer Nature (Springer)
Statistical Inference for Stochastic Processes,1572-9311,Yes,,,Springer Nature (Springer)
Statistical Methods & Applications,1613-981X,Yes,,,Springer Nature (Springer)
Statistical Papers,1613-9798,Yes,,,Springer Nature (Springer)
Statistics and Computing,1573-1375,Yes,,,Springer Nature (Springer)
Statistics in Biosciences,1867-1772,Yes,,,Springer Nature (Springer)
Steel in Translation,1935-0988,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Stem Cell Reviews and Reports,2629-3277,Yes,,,Springer Nature (Springer)
Stochastic Environmental Research and Risk Assessment,1436-3259,Yes,,,Springer Nature (Springer)
Stochastics and Partial Differential Equations: Analysis and Computations,2194-041X,Yes,,,Springer Nature (Springer)
Strahlentherapie und Onkologie,1439-099X,Yes,,,Springer Nature (Springer)
Stratigraphy and Geological Correlation,1555-6263,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Strength of Materials,1573-9325,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Structural and Multidisciplinary Optimization,1615-1488,Yes,,,Springer Nature (Springer)
Structural Chemistry,1572-9001,Yes,,,Springer Nature (Springer)
Studia Geophysica et Geodaetica,1573-1626,Yes,,,Springer Nature (Springer)
Studia Logica,1572-8730,Yes,,,Springer Nature (Springer)
Studies in Comparative International Development,1936-6167,Yes,,,Springer Nature (Springer)
Studies in East European Thought,1573-0948,Yes,,,Springer Nature (Springer)
Studies in Philosophy and Education,1573-191X,Yes,,,Springer Nature (Springer)
Studies on Russian Economic Development,1531-8664,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Subjectivity,1755-635X,Yes,,,Springer Nature (Palgrave Macmillan)
Sugar Tech,0974-0740,Yes,,,Springer Nature (Springer)
Supportive Care in Cancer,1433-7339,Yes,,,Springer Nature (Springer)
Surface Engineering and Applied Electrochemistry,1934-8002,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Surgery Today,1436-2813,Yes,,,Springer Nature (Springer)
Surgical and Radiologic Anatomy,1279-8517,Yes,,,Springer Nature (Springer)
Surgical Endoscopy,1432-2218,Yes,,,Springer Nature (Springer)
Surveys in Geophysics,1573-0956,Yes,,,Springer Nature (Springer)
Sustainability Management Forum | NachhaltigkeitsManagementForum,2522-5995,Yes,,,Springer Nature (Springer)
Sustainability Science,1862-4057,Yes,,,Springer Nature (Springer)
Sustainable Water Resources Management,2363-5045,Yes,,,Springer Nature (Springer)
Swarm Intelligence,1935-3820,Yes,,,Springer Nature (Springer)
Symbiosis,1878-7665,Yes,,,Springer Nature (Springer)
Synthese,1573-0964,Yes,,,Springer Nature (Springer)
Systematic Parasitology,1573-5192,Yes,,,Springer Nature (Springer)
Systemic Practice and Action Research,1573-9295,Yes,,,Springer Nature (Springer)
Systems Microbiology and Biomanufacturing,2662-7663,Yes,,,Springer Nature (Springer)
Targeted Oncology,1776-260X,Yes,,,Springer Nature (Adis)
Technical Physics,1090-6525,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Technical Physics Letters,1090-6533,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Techniques in Coloproctology,1128-045X,Yes,,,Springer Nature (Springer)
Technology and Economics of Smart Grids and Sustainable Energy,2199-4706,Yes,,,Springer Nature (Springer)
"Technology, Knowledge and Learning",2211-1670,Yes,,,Springer Nature (Springer)
TechTrends,1559-7075,Yes,,,Springer Nature (Springer)
Telecommunication Systems,1572-9451,Yes,,,Springer Nature (Springer)
Tertiary Education and Management,1573-1936,Yes,,,Springer Nature (Springer)
TEST,1863-8260,Yes,,,Springer Nature (Springer)
Thalassas: An International Journal of Marine Sciences,2366-1674,Yes,,,Springer Nature (Springer)
The AAPS Journal,1550-7416,Yes,,,Springer Nature (Springer)
The American Journal of Psychoanalysis,1573-6741,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Palgrave Macmillan)
The American Sociologist,1936-4784,Yes,,,Springer Nature (Springer)
The Analysis of Verbal Behavior,2196-8926,Yes,,,Springer Nature (Springer)
The Annals of Regional Science,1432-0592,Yes,,,Springer Nature (Springer)
The Asia-Pacific Education Researcher,2243-7908,Yes,,,Springer Nature (Springer)
The Astronomy and Astrophysics Review,1432-0754,Yes,,,Springer Nature (Springer)
The Australian Educational Researcher,2210-5328,Yes,,,Springer Nature (Springer)
The Botanical Review,1874-9372,Yes,,,Springer Nature (Springer)
The Cerebellum,1473-4230,Yes,,,Springer Nature (Springer)
The European Journal of Development Research,1743-9728,Yes,,,Springer Nature (Palgrave Macmillan)
The European Journal of Health Economics,1618-7601,Yes,,,Springer Nature (Springer)
The European Physical Journal A,1434-601X,Yes,,,Springer Nature (Springer)
The European Physical Journal B,1434-6036,Yes,,,Springer Nature (Springer)
The European Physical Journal D,1434-6079,Yes,,,Springer Nature (Springer)
The European Physical Journal E,1292-895X,Yes,,,Springer Nature (Springer)
The European Physical Journal H,2102-6467,Yes,,,Springer Nature (Springer)
The European Physical Journal Plus,2190-5444,Yes,,,Springer Nature (Springer)
The European Physical Journal Special Topics,1951-6401,Yes,,,Springer Nature (Springer)
The Geneva Papers on Risk and Insurance - Issues and Practice,1468-0440,Yes,,,Springer Nature (Palgrave Macmillan)
The Geneva Risk and Insurance Review,1554-9658,Yes,,,Springer Nature (Palgrave Macmillan)
The Indian Journal of Labour Economics,0019-5308,Yes,,,Springer Nature (Springer)
The International Journal of Advanced Manufacturing Technology,1433-3015,Yes,,,Springer Nature (Springer)
The International Journal of Cardiovascular Imaging,1573-0743,Yes,,,Springer Nature (Springer)
The International Journal of Life Cycle Assessment,1614-7502,Yes,,,Springer Nature (Springer)
The International Sports Law Journal,2213-5154,Yes,,,Springer Nature (Springer)
The ISME Journal,1751-7370,Yes,,,Springer Nature (Academic Journals on Nature.com)
The Japanese Economic Review,1468-5876,Yes,,,Springer Nature (Springer)
The Journal of Analysis,2367-2501,Yes,,,Springer Nature (Springer)
The Journal of Antibiotics,1881-1469,Yes,,,Springer Nature (Academic Journals on Nature.com)
The Journal of Behavioral Health Services & Research,1556-3308,Yes,,,Springer Nature (Springer)
The Journal of Comparative Germanic Linguistics,1572-8552,Yes,,,Springer Nature (Springer)
The Journal of East Asian Philosophy,2730-5414,Yes,,,Springer Nature (Springer)
The Journal of Economic Inequality,1573-8701,Yes,,,Springer Nature (Springer)
The Journal of Ethics,1572-8609,Yes,,,Springer Nature (Springer)
The Journal of Frailty & Aging,2273-4309,Yes,,,Springer Nature (Springer)
The Journal of Geometric Analysis,1559-002X,Yes,,,Springer Nature (Springer)
The Journal of Membrane Biology,1432-1424,Yes,,,Springer Nature (Springer)
"The journal of nutrition, health & aging",1760-4788,Yes,,,Springer Nature (Springer)
The Journal of Obstetrics and Gynecology of India,0975-6434,Yes,,,Springer Nature (Springer)
The Journal of Prevention of Alzheimer's Disease,2426-0266,Yes,,,Springer Nature (Springer)
The Journal of Primary Prevention,1573-6547,Yes,,,Springer Nature (Springer)
The Journal of Real Estate Finance and Economics,1573-045X,Yes,,,Springer Nature (Springer)
The Journal of Supercomputing,1573-0484,Yes,,,Springer Nature (Springer)
The Journal of Technology Transfer,1573-7047,Yes,,,Springer Nature (Springer)
The Journal of the Astronautical Sciences,2195-0571,Yes,,,Springer Nature (Springer)
The Journal of Value Inquiry,1573-0492,Yes,,,Springer Nature (Springer)
The Mathematical Intelligencer,1866-7414,Yes,,,Springer Nature (Springer)
The Nucleus,0976-7975,Yes,,,Springer Nature (Springer)
The Patient - Patient-Centered Outcomes Research,1178-1661,Yes,,,Springer Nature (Adis)
The Pharmacogenomics Journal,1473-1150,Yes,,,Springer Nature (Academic Journals on Nature.com)
The Protein Journal,1573-4943,Yes,,,Springer Nature (Springer)
The Psychological Record,2163-3452,Yes,,,Springer Nature (Springer)
The Ramanujan Journal,1572-9303,Yes,,,Springer Nature (Springer)
The Review of Austrian Economics,1573-7128,Yes,,,Springer Nature (Springer)
The Review of International Organizations,1559-744X,Yes,,,Springer Nature (Springer)
The Review of Socionetwork Strategies,1867-3236,Yes,,,Springer Nature (Springer)
The Science of Nature,1432-1904,Yes,,,Springer Nature (Springer)
The Urban Review,1573-1960,Yes,,,Springer Nature (Springer)
The Visual Computer,1432-2315,Yes,,,Springer Nature (Springer)
The VLDB Journal,0949-877X,Yes,,,Springer Nature (Springer)
Theoretical and Applied Climatology,1434-4483,Yes,,,Springer Nature (Springer)
Theoretical and Applied Genetics,1432-2242,Yes,,,Springer Nature (Springer)
Theoretical and Computational Fluid Dynamics,1432-2250,Yes,,,Springer Nature (Springer)
Theoretical and Experimental Chemistry,1573-935X,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Theoretical and Experimental Plant Physiology,2197-0025,Yes,,,Springer Nature (Springer)
Theoretical and Mathematical Physics,1573-9333,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Theoretical Chemistry Accounts,1432-2234,Yes,,,Springer Nature (Springer)
Theoretical Ecology,1874-1746,Yes,,,Springer Nature (Springer)
Theoretical Foundations of Chemical Engineering,1608-3431,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Theoretical Medicine and Bioethics,1573-1200,Yes,,,Springer Nature (Springer)
Theory and Decision,1573-7187,Yes,,,Springer Nature (Springer)
Theory and Society,1573-7853,Yes,,,Springer Nature (Springer)
Theory in Biosciences,1611-7530,Yes,,,Springer Nature (Springer)
Theory of Computing Systems,1433-0490,Yes,,,Springer Nature (Springer)
Therapeutic Innovation & Regulatory Science,2168-4804,Yes,,,Springer Nature (Springer)
Thermal Engineering,1555-6301,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Thermophysics and Aeromechanics,1531-8699,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Tissue Engineering and Regenerative Medicine,2212-5469,Yes,,,Springer Nature (Springer)
TOP,1863-8279,Yes,,,Springer Nature (Springer)
Topics in Catalysis,1572-9028,Yes,,,Springer Nature (Springer)
Topics in Current Chemistry,2364-8961,Yes,,,Springer Nature (Springer)
Topoi,1572-8749,Yes,,,Springer Nature (Springer)
Toxicological Research,2234-2753,Yes,,,Springer Nature (Springer)
Toxicology and Environmental Health Sciences,2233-7784,Yes,,,Springer Nature (Springer)
Transactions of the Indian Institute of Metals,0975-1645,Yes,,,Springer Nature (Springer)
Transactions of the Indian National Academy of Engineering,2662-5423,Yes,,,Springer Nature (Springer)
Transactions of Tianjin University,1995-8196,Yes,,,Springer Nature (Springer)
Transactions on Electrical and Electronic Materials,2092-7592,Yes,,,Springer Nature (Springer)
Transformation Groups,1531-586X,Yes,,,Springer Nature (Springer)
Transgenic Research,1573-9368,Yes,,,Springer Nature (Springer)
Transition Metal Chemistry,1572-901X,Yes,,,Springer Nature (Springer)
Translational Stroke Research,1868-601X,Yes,,,Springer Nature (Springer)
Transport in Porous Media,1573-1634,Yes,,,Springer Nature (Springer)
Transportation,1572-9435,Yes,,,Springer Nature (Springer)
Transportation in Developing Economies,2199-9295,Yes,,,Springer Nature (Springer)
Transportation Infrastructure Geotechnology,2196-7210,Yes,,,Springer Nature (Springer)
Tree Genetics & Genomes,1614-2950,Yes,,,Springer Nature (Springer)
Trees,1432-2285,Yes,,,Springer Nature (Springer)
Trends in Organized Crime,1936-4830,Yes,,,Springer Nature (Springer)
Trends in Psychology,2358-1883,Yes,,,Springer Nature (Springer)
Tribology Letters,1573-2711,Yes,,,Springer Nature (Springer)
Tropical Animal Health and Production,1573-7438,Yes,,,Springer Nature (Springer)
Tropical Ecology,2661-8982,Yes,,,Springer Nature (Springer)
Tropical Plant Biology,1935-9764,Yes,,,Springer Nature (Springer)
Tropical Plant Pathology,1983-2052,Yes,,,Springer Nature (Springer)
Tungsten,2661-8036,Yes,,,Springer Nature (Springer)
Ukrainian Mathematical Journal,1573-9376,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Universal Access in the Information Society,1615-5297,Yes,,,Springer Nature (Springer)
Unterrichtswissenschaft,2520-873X,Yes,,,Springer Nature (Springer)
Updates in Surgery,2038-3312,Yes,,,Springer Nature (Springer)
URBAN DESIGN International,1468-4519,Yes,,,Springer Nature (Palgrave Macmillan)
Urban Ecosystems,1573-1642,Yes,,,Springer Nature (Springer)
Urban Forum,1874-6330,Yes,,,Springer Nature (Springer)
Uro-News,2196-5676,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
Urolithiasis,2194-7236,Yes,,,Springer Nature (Springer)
Urologie in der Praxis,2661-8745,Yes,,,Springer Nature (Springer)
User Modeling and User-Adapted Interaction,1573-1391,Yes,,,Springer Nature (Springer)
Vegetation History and Archaeobotany,1617-6278,Yes,,,Springer Nature (Springer)
Vegetos,2229-4473,Yes,,,Springer Nature (Springer)
"Vestnik St. Petersburg University, Mathematics",1934-7855,No,Publisher does not have rights to offer OA on this title,,Springer Nature (Springer)
