Journal,ISSN,Included in R&P Agreement,Explanation if not included,DOI,Publisher
The Anatomical Record,1932-8494,Yes,,,Wiley
The Australian Economic Review,1467-8462,Yes,,,Wiley
The Australian Journal of Agricultural and Resource Economics,1467-8489,Yes,,,Wiley
The Australian Journal of Anthropology,1757-6547,Yes,,,Wiley
The Breast Journal,1524-4741,Yes,,,Hindawi
The British Journal of Sociology,1468-4446,Yes,,,Wiley
The Brown University Child & Adolescent Psychopharmacology Update,1556-7567,No,,,Wiley
The Brown University Child and Adolescent Behavior Letter,1556-7575,No,,,Wiley
The Brown University Psychopharmacology Update,1556-7532,No,,,Wiley
The Bulletin of the Ecological Society of America,2327-6096,Yes,,,Wiley
The Canadian Geographer / Le Géographe canadien,1541-0064,Yes,,,Wiley
The Canadian Journal of Chemical Engineering,1939-019X,Yes,,,Wiley
The Canadian Journal of Statistics/La revue canadienne de statistique,1708-945X,Yes,,,Wiley
The Career Development Quarterly,2161-0045,Yes,,,Wiley
The Chemical Record,1528-0691,Yes,,,Wiley
The Clinical Respiratory Journal,1752-699X,Yes,,,Wiley
The Clinical Teacher,1743-498X,Yes,,,Wiley
The Curriculum Journal,1469-3704,Yes,,,Wiley
The Department Chair,1936-4393,No,,,Wiley
The Depositional Record,2055-4877,Yes,,,Wiley
The Developing Economies,1746-1049,Yes,,,Wiley
The Economic History Review,1468-0289,Yes,,,Wiley
The Ecumenical Review,1758-6623,Yes,,,Wiley
The Electronic Journal of Information Systems in Developing Countries,1681-4835,Yes,,,Wiley
The EMBO Journal,1460-2075,Yes,,,Wiley
The FASEB Journal,1530-6860,Yes,,,Wiley
The FEBS Journal,1742-4658,Yes,,,Wiley
The Financial Review,1540-6288,Yes,,,Wiley
The Geographical Journal,1475-4959,Yes,,,Wiley
The German Quarterly,1756-1183,Yes,,,Wiley
The Heythrop Journal,1468-2265,Yes,,,Wiley
The Howard Journal of Crime and Justice,2059-1101,Yes,,,Wiley
The International Journal of Health Planning and Management,1099-1751,Yes,,,Wiley
The International Journal of Medical Robotics and Computer Assisted Surgery,1478-596X,Yes,,,Wiley
The Journal of American Culture,1542-734X,Yes,,,Wiley
The Journal of Clinical Hypertension,1751-7176,Yes,,,Wiley
The Journal of Clinical Pharmacology,1552-4604,Yes,,,Wiley
The Journal of Comparative Neurology,1096-9861,Yes,,,Wiley
The Journal of Creative Behavior,2162-6057,Yes,,,Wiley
The Journal of Dermatology,1346-8138,Yes,,,Wiley
The Journal of Engineering,2051-3305,Yes,,,Wiley
The Journal of Finance,1540-6261,Yes,,,Wiley
The Journal of Futures Markets,1096-9934,Yes,,,Wiley
The Journal of Gene Medicine,1521-2254,Yes,,,Wiley
The Journal of Humanistic Counseling,2161-1939,Yes,,,Wiley
The Journal of Industrial Economics,1467-6451,Yes,,,Wiley
The Journal of Latin American and Caribbean Anthropology,1935-4940,Yes,,,Wiley
The Journal of Pathology,1096-9896,Yes,,,Wiley
The Journal of Pathology: Clinical Research,2056-4538,Yes,,,Wiley
The Journal of Physiology,1469-7793,Yes,,,Wiley
The Journal of Political Philosophy,1467-9760,Yes,,,Wiley
The Journal of Popular Culture,1540-5931,Yes,,,Wiley
The Journal of Rural Health,1748-0361,Yes,,,Wiley
The Journal of Wildlife Management,1937-2817,Yes,,,Wiley
The Journal of World Intellectual Property,1747-1796,Yes,,,Wiley
The Kaohsiung Journal of Medical Sciences,2410-8650,Yes,,,Wiley
The Laryngoscope,1531-4995,Yes,,,Wiley
The Major Gifts Report,2325-8608,No,,,Wiley
The Manchester School,1467-9957,Yes,,,Wiley
The Membership Management Report,2325-8640,No,,,Wiley
The Milbank Quarterly,1468-0009,Yes,,,Wiley
The Modern Language Journal,1540-4781,Yes,,,Wiley
The Modern Law Review,1468-2230,Yes,,,Wiley
The Muslim World,1478-1913,Yes,,,Wiley
The National Teaching & Learning Forum,2166-3327,No,,,Wiley
The Obstetrician & Gynaecologist,1744-4667,Yes,,,Wiley
The Philosophical Forum,1467-9191,Yes,,,Wiley
The Photogrammetric Record,1477-9730,Yes,,,Wiley
The Plant Genome,1940-3372,Yes,,,Wiley
The Plant Journal,1365-313X,Yes,,,Wiley
The Plant Phenome Journal,2578-2703,Yes,,,Wiley
The Political Quarterly,1467-923X,Yes,,,Wiley
The Prostate,1097-0045,Yes,,,Wiley
The RAND Journal of Economics,1756-2171,Yes,,,Wiley
The Reading Teacher,1936-2714,Yes,,,Wiley
The Russian Review,1467-9434,Yes,,,Wiley
The Scandinavian Journal of Economics,1467-9442,Yes,,,Wiley
The Scientific World Journal,1537-744X,Yes,,,Hindawi
The Southern Journal of Philosophy,2041-6962,Yes,,,Wiley
The Structural Design of Tall and Special Buildings,1541-7808,Yes,,,Wiley
The Successful Registrar,1943-7560,No,,,Wiley
The Volunteer Management Report,2325-8578,No,,,Wiley
The World Economy,1467-9701,Yes,,,Wiley
Theoretical Economics,1555-7561,Yes,,,Wiley
Theoria,1755-2567,Yes,,,Wiley
Therapeutic Apheresis and Dialysis,1744-9987,Yes,,,Wiley
Thoracic Cancer,1759-7714,Yes,,,Wiley
Thunderbird International Business Review,1520-6874,Yes,,,Wiley
Tijdschrift voor Economische en Sociale Geografie,1467-9663,Yes,,,Wiley
Topics in Cognitive Science,1756-8765,Yes,,,Wiley
Traditional & Kampo Medicine,2053-4515,Yes,,,Wiley
Traffic,1600-0854,Yes,,,Wiley
Transactions in GIS,1467-9671,Yes,,,Wiley
Transactions of the American Fisheries Society,1548-8659,Yes,,,Wiley
Transactions of the Institute of British Geographers,1475-5661,Yes,,,Wiley
Transactions of the London Mathematical Society,2052-4986,Yes,,,Wiley
Transactions of the Philological Society,1467-968X,Yes,,,Wiley
Transactions on Emerging Telecommunications Technologies,2161-3915,Yes,,,Wiley
Transboundary and Emerging Diseases,1865-1682,Yes,,,Hindawi
Transforming Anthropology,1548-7466,Yes,,,Wiley
Transfusion,1537-2995,Yes,,,Wiley
Transfusion Medicine,1365-3148,Yes,,,Wiley
Translational Biophotonics,2627-1850,Yes,,,Wiley
Translational Sports Medicine,2573-8488,Yes,,,Hindawi
Transplant Infectious Disease,1399-3062,Yes,,,Wiley
Trends in Urology & Men's Health,2044-3749,No,,,Wiley
Tropical Medicine & International Health,1365-3156,Yes,,,Wiley
Tuberculosis Research and Treatment,2090-1518,Yes,,,Hindawi
Ultrasound in Obstetrics & Gynecology,1469-0705,Yes,,,Wiley
United European Gastroenterology Journal,2050-6414,Yes,,,Wiley
Urban Agriculture & Regional Food Systems,2575-1220,Yes,,,Wiley
Vadose Zone Journal ,1539-1663,Yes,,,Wiley
Vakuum in Forschung und Praxis,1522-2454,Yes,,,Wiley
Veterinary and Comparative Oncology,1476-5829,Yes,,,Wiley
Veterinary Clinical Pathology,1939-165X,Yes,,,Wiley
Veterinary Dermatology,1365-3164,Yes,,,Wiley
Veterinary Medicine and Science,2053-1095,Yes,,,Wiley
Veterinary Medicine International,2042-0048,Yes,,,Hindawi
Veterinary Ophthalmology,1463-5224,Yes,,,Wiley
Veterinary Radiology & Ultrasound,1740-8261,Yes,,,Wiley
Veterinary Record,2042-7670,Yes,,,Wiley
Veterinary Record Case Reports,2052-6121,Yes,,,Wiley
Veterinary Record Open,2052-6113,Yes,,,Wiley
Veterinary Surgery,1532-950X,Yes,,,Wiley
Vietnam Journal of Chemistry,2572-8288,Yes,,,Wiley
View ,2688-268X,Yes,,,Wiley
Visual Anthropology Review,1548-7458,Yes,,,Wiley
Vox Sanguinis,1423-0410,Yes,,,Wiley
Water and Environment Journal,1747-6593,Yes,,,Wiley
Water Environment Research,1554-7531,Yes,,,Wiley
Water Resources Research,1944-7973,Yes,,,Wiley
Weather,1477-8696,Yes,,,Wiley
Weed Biology and Management,1445-6664,Yes,,,Wiley
Weed Research,1365-3180,Yes,,,Wiley
Wildlife Biology,1903-220X,Yes,,,Wiley
Wildlife Monographs,1938-5455,Yes,,,Wiley
Wildlife Society Bulletin,2328-5540,Yes,,,Wiley
Wind Energy,1099-1824,Yes,,,Wiley
Wireless Communications and Mobile Computing,1530-8677,Yes,,,Hindawi
WIREs Climate Change,1757-7799,Yes,,,Wiley
WIREs Cognitive Science,1939-5086,Yes,,,Wiley
WIREs Computational Molecular Science,1759-0884,Yes,,,Wiley
WIREs Computational Statistics,1939-0068,Yes,,,Wiley
WIREs Data Mining and Knowledge Discovery,1942-4795,Yes,,,Wiley
WIREs Energy and Environment,2041-840X,Yes,,,Wiley
WIREs Forensic Science,2573-9468,Yes,,,Wiley
WIREs Mechanisms of Disease,2692-9368,Yes,,,Wiley
WIREs Nanomedicine and Nanobiotechnology,1939-0041,Yes,,,Wiley
WIREs RNA,1757-7012,Yes,,,Wiley
WIREs Water,2049-1948,Yes,,,Wiley
Women in Higher Education,2331-5466,No,,,Wiley
World Englishes,1467-971X,Yes,,,Wiley
World Food Policy,2372-8639,Yes,,,Wiley
World Journal of Otorhinolaryngology - Head and Neck Surgery,2589-1081,Yes,,,Wiley
World Medical & Health Policy,1948-4682,Yes,,,Wiley
World Oil Trade,1467-9728,No,,,Wiley
World Water Policy,2639-541X,Yes,,,Wiley
Worldviews on Evidence-based Nursing,1741-6787,Yes,,,Wiley
Wound Repair and Regeneration,1524-475X,Yes,,,Wiley
Xenotransplantation,1399-3089,Yes,,,Wiley
X-Ray Spectrometry,1097-4539,Yes,,,Wiley
Yeast,1097-0061,Yes,,,Wiley
ZAMM - Journal of Applied Mathematics and Mechanics,1521-4001,Yes,,,Wiley
Zeitschrift für anorganische und allgemeine Chemie,1521-3749,Yes,,,Wiley
Zoo Biology,1098-2361,Yes,,,Wiley
Zoologica Scripta,1463-6409,Yes,,,Wiley
Zoonoses and Public Health,1863-2378,Yes,,,Wiley
Zygon®,1467-9744,Yes,,,Wiley
A Current Bibliography on African Affairs,0011-3255,No,,,SAGE
AATCC Journal of Research,2472-3444,Yes,,,SAGE
About Campus,1086-4822,Yes,,,SAGE
Abstracts in Anthropology,0001-3455,No,,,SAGE
Academic Forensic Pathology,1925-3621,Yes,,,SAGE
Accounting History,1032-3732,Yes,,,SAGE
Acta Sociologica,0001-6993,Yes,,,SAGE
Action Research,1476-7503,Yes,,,SAGE
Active Learning in Higher Education,1469-7874,Yes,,,SAGE
Acupuncture in Medicine,0964-5284,Yes,,,SAGE
Adaptive Behavior,1059-7123,Yes,,,SAGE
ADCES in Practice,2633-559X,Yes,,,SAGE
Administration & Society,0095-3997,Yes,,,SAGE
Administrative Science Quarterly,0001-8392,Yes,,,SAGE
Adoption & Fostering,0308-5759,Yes,,,SAGE
Adult Education Quarterly,0741-7136,Yes,,,SAGE
Adult Learning,1045-1595,Yes,,,SAGE
Advances in Dental Research,0895-9374,No,,,SAGE
Advances in Developing Human Resources,1523-4223,Yes,,,SAGE
Advances in Structural Engineering,1369-4332,Yes,,,SAGE
Affilia,0886-1099,Yes,,,SAGE
Agrarian South: Journal of Political Economy,2277-9760,Yes,,,SAGE
Alexandria,0955-7490,Yes,,,SAGE
Alternative Cultures & Society,2753-8702,Yes,,,SAGE
Alternative Law Journal,1037-969X,Yes,,,SAGE
AlterNative: An International Journal of Indigenous Peoples,1177-1801,Yes,,,SAGE
Alternatives,0304-3754,Yes,,,SAGE
Alternatives to Laboratory Animals,0261-1929,Yes,,,SAGE
American Behavioral Scientist,0002-7642,Yes,,,SAGE
American Educational Research Journal,0002-8312,Yes,,,SAGE
American Journal of Evaluation,1098-2140,Yes,,,SAGE
American Journal of Health Promotion,0890-1171,Yes,,,SAGE
American Journal of Hospice and Palliative Medicine®,1049-9091,Yes,,,SAGE
American Journal of Lifestyle Medicine,1559-8276,Yes,,,SAGE
American Journal of Rhinology & Allergy,1945-8924,Yes,,,SAGE
American Politics Research,1532-673X,Yes,,,SAGE
American Sociological Review,0003-1224,Yes,,,SAGE
American String Teacher,0003-1313,Yes,,,SAGE
Anaesthesia and Intensive Care,0310-057X,Yes,,,SAGE
Angiology,0003-3197,Yes,,,SAGE
Anglican Theological Review,0003-3286,Yes,,,SAGE
Animation,1746-8477,Yes,,,SAGE
"Annals of Otology, Rhinology & Laryngology",0003-4894,Yes,,,SAGE
Annals of Pharmacotherapy,1060-0280,Yes,,,SAGE
Annals of the ICRP,0146-6453,Yes,,,SAGE
Anthropological Theory,1463-4996,Yes,,,SAGE
ANTYAJAA: Indian Journal of Women and Social Change,2455-6327,Yes,,,SAGE
Applied Psychological Measurement,0146-6216,Yes,,,SAGE
Applied Spectroscopy,0003-7028,Yes,,,SAGE
Archive for the Psychology of Religion,0084-6724,Yes,,,SAGE
Armed Forces & Society,0095-327X,Yes,,,SAGE
Arthaniti: Journal of Economic Theory and Practice,0976-7479,Yes,,,SAGE
Arts and Humanities in Higher Education,1474-0222,Yes,,,SAGE
Asia Pacific Journal of Public Health,1010-5395,Yes,,,SAGE
Asian and Pacific Migration Journal,0117-1968,Yes,,,SAGE
Asian Cardiovascular and Thoracic Annals,0218-4923,Yes,,,SAGE
Asian Journal of Comparative Politics,2057-8911,Yes,,,SAGE
Asian Journal of Legal Education,2322-0058,Yes,,,SAGE
Asian Journal of Management Cases,0972-8201,Yes,,,SAGE
Asia-Pacific Journal of Management Research and Innovation,2319-510X,Yes,,,SAGE
Asia-Pacific Journal of Rural Development,1018-5291,Yes,,,SAGE
Assessment,1073-1911,Yes,,,SAGE
Assessment for Effective Intervention,1534-5084,Yes,,,SAGE
Australasian Journal of Early Childhood,1836-9391,Yes,,,SAGE
Australasian Marketing Journal,1441-3582,Yes,,,SAGE
Australasian Psychiatry,1039-8562,Yes,,,SAGE
Australian & New Zealand Journal of Psychiatry,0004-8674,Yes,,,SAGE
Australian Journal of Career Development,1038-4162,Yes,,,SAGE
Australian Journal of Education,0004-9441,Yes,,,SAGE
Australian Journal of Management,0312-8962,Yes,,,SAGE
Autism,1362-3613,Yes,,,SAGE
Avian Biology Research,1758-1559,Yes,,,SAGE
Behavior Modification,0145-4455,Yes,,,SAGE
Behavioral Disorders,0198-7429,Yes,,,SAGE
Beyond Behavior,1074-2956,Yes,,,SAGE
Biblical Theology Bulletin,0146-1079,Yes,,,SAGE
Biological Research For Nursing,1099-8004,Yes,,,SAGE
BioScope: South Asian Screen Studies,0974-9276,Yes,,,SAGE
Body & Society,1357-034X,Yes,,,SAGE
British Journal of Music Therapy,1359-4575,Yes,,,SAGE
British Journal of Occupational Therapy,0308-0226,Yes,,,SAGE
British Journal of Pain,2049-4637,Yes,,,SAGE
British Journal of Visual Impairment,0264-6196,Yes,,,SAGE
British Journalism Review,0956-4748,No,,,SAGE
Building Acoustics,1351-010X,Yes,,,SAGE
Building Services Engineering Research and Technology,0143-6244,Yes,,,SAGE
"Bulletin of Science, Technology & Society",0270-4676,Yes,,,SAGE
Bulletin of Sociological Methodology/Bulletin de Méthodologie Sociologique,0759-1063,Yes,,,SAGE
Business & Society,0007-6503,Yes,,,SAGE
Business and Professional Communication Quarterly,2329-4906,Yes,,,SAGE
Business Information Review,0266-3821,Yes,,,SAGE
Business Perspectives and Research,2278-5337,Yes,,,SAGE
Cahiers Élisabéthains,0184-7678,Yes,,,SAGE
Calcutta Statistical Association Bulletin,0008-0683,Yes,,,SAGE
California Management Review,0008-1256,Yes,,,SAGE
Canadian Association of Radiologists Journal,0846-5371,Yes,,,SAGE
Canadian Journal of Nursing Research,0844-5621,Yes,,,SAGE
Canadian Journal of Occupational Therapy,0008-4174,Yes,,,SAGE
Canadian Journal of School Psychology,0829-5735,Yes,,,SAGE
Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,1715-1635,Yes,,,SAGE
Capital & Class,0309-8168,Yes,,,SAGE
Career Development and Transition for Exceptional Individuals,2165-1434,Yes,,,SAGE
Cellular Polymers,0262-4893,Yes,,,SAGE
Child Language Teaching and Therapy,0265-6590,Yes,,,SAGE
Child Maltreatment,1077-5595,Yes,,,SAGE
Childhood,0907-5682,Yes,,,SAGE
China Information,0920-203X,Yes,,,SAGE
China Report,0009-4455,Yes,,,SAGE
Chinese Journal of Sociology,2057-150X,Yes,,,SAGE
Chinese Public Administration Review,1539-6754,Yes,,,SAGE
Christian Education Journal,0739-8913,Yes,,,SAGE
Chronic Illness,1742-3953,Yes,,,SAGE
"Citizenship, Social and Economics Education",1478-8047,Yes,,,SAGE
City & Community,1535-6841,Yes,,,SAGE
Clin-Alert,0069-4770,Yes,,,SAGE
Clinical Case Studies,1534-6501,Yes,,,SAGE
Clinical Child Psychology and Psychiatry,1359-1045,Yes,,,SAGE
Clinical EEG and Neuroscience,1550-0594,Yes,,,SAGE
Clinical Nursing Research,1054-7738,Yes,,,SAGE
Clinical Pediatrics,0009-9228,Yes,,,SAGE
Clinical Psychological Science,2167-7026,Yes,,,SAGE
Clinical Rehabilitation,0269-2155,Yes,,,SAGE
Clinical Trials,1740-7745,Yes,,,SAGE
Clothing and Textiles Research Journal,0887-302X,Yes,,,SAGE
Coastal Studies & Society,2634-9817,Yes,,,SAGE
Collections,1550-1906,Yes,,,SAGE
Common Law World Review,1473-7795,Yes,,,SAGE
Communication & Sport,2167-4795,Yes,,,SAGE
Communication and the Public,2057-0473,Yes,,,SAGE
Communication Disorders Quarterly,1525-7401,Yes,,,SAGE
Communication Research,0093-6502,Yes,,,SAGE
Community College Review,0091-5521,Yes,,,SAGE
Community Health Equity Research & Policy,2752-535X,Yes,,,SAGE
Comparative Political Studies,0010-4140,Yes,,,SAGE
Compensation & Benefits Review,0886-3687,Yes,,,SAGE
Competition & Change,1024-5294,Yes,,,SAGE
Competition and Regulation in Network Industries,1783-5917,Yes,,,SAGE
Concurrent Engineering,1063-293X,Yes,,,SAGE
Conflict Management and Peace Science,0738-8942,Yes,,,SAGE
Contemporary Drug Problems,0091-4509,Yes,,,SAGE
Contemporary Education Dialogue,0973-1849,Yes,,,SAGE
Contemporary Issues in Early Childhood,1463-9491,Yes,,,SAGE
Contemporary Review of the Middle East,2347-7989,Yes,,,SAGE
Contemporary Sociology,0094-3061,Yes,,,SAGE
Contemporary Voice of Dalit,2455-328X,Yes,,,SAGE
Contexts,1536-5042,Yes,,,SAGE
Contributions to Indian Sociology,0069-9667,Yes,,,SAGE
Convergence,1354-8565,Yes,,,SAGE
Cooperation and Conflict,0010-8367,Yes,,,SAGE
Cornell Hospitality Quarterly,1938-9655,Yes,,,SAGE
Craniomaxillofacial Trauma & Reconstruction,1943-3875,Yes,,,SAGE
Crime & Delinquency,0011-1287,Yes,,,SAGE
"Crime, Media, Culture",1741-6590,Yes,,,SAGE
Criminal Justice and Behavior,0093-8548,Yes,,,SAGE
Criminal Justice Policy Review,0887-4034,Yes,,,SAGE
Criminal Justice Review,0734-0168,Yes,,,SAGE
Criminology & Criminal Justice,1748-8958,Yes,,,SAGE
Critical Research on Religion,2050-3032,Yes,,,SAGE
Critical Reviews in Oral Biology & Medicine,1045-4411,Yes,,,SAGE
Critical Social Policy,0261-0183,Yes,,,SAGE
Critical Sociology,0896-9205,Yes,,,SAGE
Critical Studies in Television,1749-6020,Yes,,,SAGE
Critique of Anthropology,0308-275X,Yes,,,SAGE
Cross-Cultural Research,1069-3971,Yes,,,SAGE
Cultural Dynamics,0921-3740,Yes,,,SAGE
cultural geographies,1474-4740,Yes,,,SAGE
Cultural Sociology,1749-9755,Yes,,,SAGE
Cultural Studies ↔ Critical Methodologies,1532-7086,Yes,,,SAGE
Culture & Psychology,1354-067X,Yes,,,SAGE
Current Directions in Psychological Science,0963-7214,Yes,,,SAGE
Current Sociology,0011-3921,Yes,,,SAGE
Currents in Biblical Research,1476-993X,Yes,,,SAGE
Dementia,1471-3012,Yes,,,SAGE
Developmental Child Welfare,2516-1032,Yes,,,SAGE
Dialogues in Human Geography,2043-8206,Yes,,,SAGE
Dialogues in Urban Research,2754-1258,Yes,,,SAGE
Discourse & Communication,1750-4813,Yes,,,SAGE
Discourse & Society,0957-9265,Yes,,,SAGE
Discourse Studies,1461-4456,Yes,,,SAGE
Dramatherapy,0263-0672,Yes,,,SAGE
"Drug Science, Policy and Law",2050-3245,Yes,,,SAGE
Earthquake Spectra,8755-2930,Yes,,,SAGE
East European Politics and Societies,0888-3254,Yes,,,SAGE
Economic and Industrial Democracy,0143-831X,Yes,,,SAGE
Economic Development Quarterly,0891-2424,Yes,,,SAGE
Education and Urban Society,0013-1245,Yes,,,SAGE
"Education, Citizenship and Social Justice",1746-1979,Yes,,,SAGE
Educational Administration Quarterly,0013-161X,Yes,,,SAGE
Educational and Psychological Measurement,0013-1644,Yes,,,SAGE
Educational Evaluation and Policy Analysis,0162-3737,Yes,,,SAGE
Educational Management Administration & Leadership,1741-1432,Yes,,,SAGE
Educational Policy,0895-9048,Yes,,,SAGE
Educational Researcher,0013-189X,Yes,,,SAGE
E-Learning and Digital Media,2042-7530,Yes,,,SAGE
Electronic News,1931-2431,Yes,,,SAGE
Emerging Adulthood,2167-6968,Yes,,,SAGE
Emerging Economy Studies,2394-9015,Yes,,,SAGE
Emotion Review,1754-0739,Yes,,,SAGE
Empirical Studies of the Arts,0276-2374,Yes,,,SAGE
Energy & Environment,0958-305X,Yes,,,SAGE
Entrepreneurship Education and Pedagogy,2515-1274,Yes,,,SAGE
Entrepreneurship Theory and Practice,1042-2587,Yes,,,SAGE
Environment and Behavior,0013-9165,Yes,,,SAGE
Environment and Planning A: Economy and Space,0308-518X,Yes,,,SAGE
Environment and Planning B: Urban Analytics and City Science,2399-8083,Yes,,,SAGE
Environment and Planning C: Politics and Space,2399-6544,Yes,,,SAGE
Environment and Planning D: Society and Space,0263-7758,Yes,,,SAGE
Environment and Planning E: Nature and Space,2514-8486,Yes,,,SAGE
Environment and Planning F,2634-9825,Yes,,,SAGE
Environment and Security,-,Yes,,,SAGE
Environment and Urbanization,0956-2478,Yes,,,SAGE
Environment and Urbanization ASIA,0975-4253,Yes,,,SAGE
Environmental Law Review,1461-4529,Yes,,,SAGE
Equity in Education & Society,2752-6461,Yes,,,SAGE
Ergonomics in Design,1064-8046,Yes,,,SAGE
Ethnicities,1468-7968,Yes,,,SAGE
Ethnography,1466-1381,Yes,,,SAGE
European Educational Research Journal,1474-9041,Yes,,,SAGE
European History Quarterly,0265-6914,Yes,,,SAGE
European Journal of Communication,0267-3231,Yes,,,SAGE
European Journal of Criminology,1477-3708,Yes,,,SAGE
European Journal of Cultural Studies,1367-5494,Yes,,,SAGE
European Journal of Industrial Relations,0959-6801,Yes,,,SAGE
European Journal of International Relations,1354-0661,Yes,,,SAGE
European Journal of Mass Spectrometry,1469-0667,Yes,,,SAGE
European Journal of Ophthalmology,1120-6721,Yes,,,SAGE
European Journal of Personality,0890-2070,Yes,,,SAGE
European Journal of Political Theory,1474-8851,Yes,,,SAGE
European Journal of Probation,2066-2203,Yes,,,SAGE
European Journal of Social Security,1388-2627,Yes,,,SAGE
European Journal of Social Theory,1368-4310,Yes,,,SAGE
European Journal of Women's Studies,1350-5068,Yes,,,SAGE
European Labour Law Journal,2031-9525,Yes,,,SAGE
European Physical Education Review,1356-336X,Yes,,,SAGE
European Stroke Journal,2396-9873,Yes,,,SAGE
European Union Politics,1465-1165,Yes,,,SAGE
